,Particulars,search_name,Address
534,Gayathri Recreation Centre,Gayathri Recreation Centre,"No:4/312,OMR,Kottivakam,, Chennai-600096., Mob:9566128111,9940632888."
535,Gayathri Traders,Gayathri Traders,"No:11/32,Valluvar Nedum Padai,, Rani Anna Nagar,, Arumbakkam,Chennai-600106., Mob:9940534440"
536,Geetham Hospitality Pvt Ltd,Geetham Hospitality,"No :88, Urapakkam Village,, GST Road,Vandalur Talik, Chengalpattu,Chennai, Ph No : 8838366758"
537,Geetham Ventures Private Limited,Geetham Ventures,"Grand Galada Mall,, Kohinoor- 2 Officer Line,, Pallavaram, Chennai - 600043, Ph:89259 03284"
538,GFM Retail Private Limited,GFM Retail,"Central Warehousing Corporation, Godown No:11A,D.No:10c,1st Main Road,, Chittlapakkam,, Chennai-600064., Mob:7708585789, / 9384013417."
539,Giiving Tree Enterprises Private Limited,Giiving Tree,"OLD NO.16, NEW NO.18,, Parthasarathypuram, T.Nagar, Chennai, Tamil Nadu, 600017, Ph:9677239961"
540,Git Gourmet,Git Gourmet,"F.No.173, GIT Gourmet,, Srinivasa Nagar,, Vengadamangalam, Chennai, Kancheepuram, Tamil Nadu, 600048, Ph:9677981884"
541,G.J. Supermarket,G.J. Supermarket,"205/110,Arcot Road, Vadapalani,, Chennai-600026, Ph:23721354"
542,GK DAIRY (M),GK DAIRY,"NO.12/48, West Mada Street,, Nungambakkam,, Chennai-600034, Mob:9962304080 /7550038300"
543,Gk Provision,Gk Provision,"No:84, P Block ,Agathiyar Nagar,, Villiakkam,, Chennai-600049, Mob:7904346150"
544,GK TRADERS,GK TRADERS,"New No 60/2, Old No 52,, 11th Avenue, Ashok Nagar,, Chennai-600083, Mob: 98402 96306"
545,Global Bistro,Global Bistro,"No:17,KB Dasan Road , Alwarpet,, Chennai, Tamilnadu-600018, Mob;8015400176"
546,Global Dispo Packs,Global Dispo Packs,"No:1/3,Lake View Road,, Adambakkam,Chennai-600088., Mob:9840430000"
547,Gmarket 2.0,Gmarket 2.0,"Shop.No.G/A 299,, Wholesale Food Grain Market,, Koyambedu, , Chennai-600107, mob:9789998225, K ARAVINTH"
548,Gnanaraj Stores,Gnanaraj Stores,"No:59-A ,K.K Road,, M.G.R Nagar,, Chennai-600078, Mob:"
549,Go Binge Cafe,Go Binge Cafe,"F1,No:2/138,Sakunthala Appartment,, Sivan Koil Street,Iyyappanthangal,, Chennai-600056., No: 98414 69596 / 9384702885"
550,Gokulam Pavilion,Gokulam Pavilion,"S No. 312/313, Sundar Palace Complex, Trunk Road, Ponamallee, Chennai - 600 056, No. 9962783535"
551,Good Food Traders,Good Food Traders,"No:120,Jhani Jhan,, Jani Jhan Road,Royapettah,, Chennai-600014, Mob:8056231691"
552,Good&Good,Good&Good,"Plot No 17, F-1, Arulmegu  Baban Baba Nagar, Royal Avenue, Chennai-600097, Mob:9094032826"
553,GOOD TO GO FOODWORKS PRIVATE LIMITED,GOOD TO GO FOODWORKS,"1st Floor, No.1/1, Ashirwath Apartment,, Puliyur 1st Lane, Kodambakkam, Chennai,, Tamilnadu-600024, Mob:77085 85789"
554,Gossip Bistro and Dessert Bar,Gossip Bistro and Dessert Bar,"No:191/114,Uthandi Village,, ECR,Chennai-600115., Mob:"
555,Gourmet Goodies,Gourmet Goodies,"( Sports ), Ramachandra , Porur, Chennai - 600 116, Cell No: 78679 19007"
556,Gourmet Popcornica LLP,Gourmet Popcornica,"No.3rd and 4th Floor, No 38,, GD Arcade, Karpagambal Nagar Street,, Mylapore, Chennai - 600004, Mob 8754545944"
557,Grace Cakes & Bakes,Grace Cakes & Bakes,"No.21/3, Puliyambedu Salai,, Noombal Puliyambedu, Chennai, Ph; 9095234312"
558,Graced Retails (S),Graced Retails,"No:6/7,High Street,, Hiranandani Parks,, Senthamangalam,, Singaperumalkoil,Chennai-603204., 95661 47062"
559,Green Fresh Super Market,Green Fresh Super Market,"No: 41, Mullai Nagar Main Road, Mudichur Road, West Tambaram,, Chennai-600 045"
560,Green Goodness Enterprises Pvt Ltd,Green Goodness,"#57 Gwalani avenue, Pantheon road,, First lane,, Egmore, Chennai - 600008, Ph:97900 24370"
561,Green & Grocer,Green & Grocer,"(Smk Traders), F.No.2a,D.No.180, 8th Street,Kothari Nagar, Ramapuram, Chennai-600089, Mob:"
562,Green & Grocer Supermarket,Green & Grocer Supermarket,"No.482a,Shridevikuppam Main Rd, Kamaraj Avenue, Valasaravakkam,, Chennai-600087, mob:9042638896"
563,Greenpark Chennai OMR Unit,Greenpark Chennai OMR Unit,"No:169,Old Mahabailpuram Road,, Semmancheri,, Chennai-600119., Mob: 9384822600"
564,Greenpark Hotels And Resorts Limted,Greenpark Hotels And Resorts Limted,"Arcot Road, Vadapalani, Chennai 600 026, Tel No.044 66515151 ,66783637"
565,Green World Super Market,Green World Super Market,"No:1,Bharathiyar Street,, Maruthi Nagar,Phase-1,, Thundalam,Chennai-600077., Mob:7550010539"
566,Grillix,Grillix,"12, Unic Foodies Hub, Sudharsan, Nagar Madambakkam Main Road,, Madambakkam Sub Post Office,, Madambakkam, Chennai, Chengalpattu,, Tamil Nadu, 600126, Ph:9176962004"
567,Grocery Hut Super Market,Grocery Hut Super Market,"No 115,Ground Floor, Thangal Street, Virugambakkam,, Chennai-600092, Phone:6382822490 , 8056087327"
568,GRT Hotels And Resorts Private Limited,GRT Hotels And Resorts,"Mahalakshmi Nagar, Chennai Tirupathi Highway, Tiruttani 631 209, PH 044 27880234, 8939841928"
569,GRT Hotels And Resorts Private Limited(GRT),GRT Hotels And Resorts,"(GRT Grand), 120 Sir Thyagaraya Road, T Nagar Chennai 17"
570,GRT Hotels And Resorts Pvt Ltd (R),GRT Hotels And Resorts,"(Radisson GRT Hotel), 531 GST Road, St Thomas Mount, Chennai 600 016, Tel No. 044 22310101"
571,GUGA VEL EXIM,GUGA VEL EXIM,"GF7, Jemi Nest Apartment 1st Block,, Venugopal Street, Mugappair East,, Chennai-600037, Mob-9500037247"
572,Gunsam Foods Pvt Ltd,Gunsam Foods,"No:5,Varasharaja Puram,1st Street,, Pallikaranai,Chennai-600100."
573,Gurudev Pharmacy,Gurudev Pharmacy,"31/60, Reddy Street Villivakkam, Chennai - 600049"
574,Gusto Italia Private Limited,Gusto Italia,"34/1A New No 3/167A, Ashtalakshmi Nagar,, Chennai, Kancheepuram, Tamil Nadu, 600125, 9840744806"
575,Gvr Foods Private Limited,Gvr Foods,"House No-3,2/216,, 2nd Avenue Vettuvankeni, Injambakkam,, Chengalpattu, Chennai, 9840508844"
576,Gvr Foods Private Limited ( M),Gvr Foods,"No 182 and 183, Anna Salai, Chennai, Tamil Nadu, 600002, Ph: 73050 94945"
577,HABEEBEE FOODS BEVERAGES PRIVATE LTD,HABEEBEE FOODS BEVERAGES PRIVATE LTD,"No,14B Jaganahan road, Nungabakkam chennai:600034, Mob-97102 37293"
578,Hablis Hotels,Hablis Hotels,"19 29 G S T Road, Guindy, Chennai 600 032, Tel No 044 40235555"
579,HAFA FROZEN FOODS INTERNATIONAL PRIVATE LIMITED,HAFA FROZEN FOODS,"NO 1/2609 T H Road, Gandhi Nagar West, Redhills Chennai 600 052"
580,Hakico Foods Private Limited,Hakico Foods,"123,1A1, Medavakkam main road, Mambakkam, Chennai -127, Ph: 90925 77225"
581,HALEEM STORES,HALEEM STORES,"1, Anna Pillai Street, Kothwalchavadi,, Chennai - 600 001., Mob: 9962581059"
582,HALT,HALT,"No:P-37,6th Avenue,, Anna Nagar,Chennai-600040., Mob:8189958312"
583,HANEEFA SUPER MARKET,HANEEFA SUPER MARKET,"103, Trunk Road,, Poonamallee,, Chennai - 600 056., Mob: 9566223316"
584,Hapag Lloyd Global Services Private Limited,Hapag Lloyd Global,"7th Floor, Plot no. 40, SP Infocity,, Block A, DR. MGR Road,, Kandanchavadi, Perungudi,, Chennai 600096., Mob: 73582 51222"
585,Hapag-Lloyd Technology Center Private Limited (SEZ),Hapag-Lloyd Technology Center,"12th Floor of Tower B, Unit No. 1201,, 1202, 1203 and 1204,, World Trade Center Chennai-IT/ITES SEZ,, Perungudi Real Estates Private Limited,, 5/142, Rajiv Gandhi Salai,OMR, Perungudi,, Chennai - 600 096., Mob: 9600163325"
586,HAPAG-LLOYD TECHNOLOGY CENTER Pvt Ltd,HAPAG-LLOYD TECHNOLOGY CENTER,"Unit No. 1201-1204, 12th Floor,Tower B,, World Trade Center - IT/ITES SEZ,, 5/142, Rajiv Gandhi Salai(OMR), Perungudi,, Chennai600096, Mob:9600163325"
587,"HAPPY CLUB_x000D_
_x000D_",HAPPY CLUB_x000D_ _x000D_,"28, Vellalar Street,, V G Panneer Nagar,, Mogappair West,, Chennai 600 037., Mob: 7305246899"
588,Happy Cool Inn,Happy ol Inn,"(Juice,Snacks & Ice Creams), No:24, Arunachalam Road,, Saligramam,, Chennai-600093, mob:9444453856"
589,Harsha Enterprises,Harsha,"New No 11 Old No. 5A, Verghese Avenue, Ashok Nagar, Chennai 600 083, Mob 99402 69100, Name Ragupathy, ( Near JRK School)"
590,HAUNTED RESTAURANT,HAUNTED RESTAURANT,"NO,23, 7th, Vasanth Colony,, W Block , Anna Nagar,, Chennai-600040, Mob-9841805528"
591,Heaven Greens,Heaven Greens,"No:161/86A,Santhome High Road,, Raja Annamalaipuram,, Chennai-600028., Number : 044-24933333"
592,Helios Event Productions,Helios Event Productions,"No 28, Judge Jambulingam Road,, Mylapore,, Chennai - 600 004., Mob: 9840744278"
593,Heydudes Llp,Heydudes,"Door No. 100a, Ground Floor, Butt Road, Chennai, Chengalpattu-600016, MOB N0 - 8148706004"
594,H&K Cuisines Pvt Ltd,H&K Cuisines,"No:51/3A,South Reddy Street,, Ambattur Industrial Area,, Athipattu,Chennai-600058., Mob:9962999621"
595,H Needs,H Needs,"No:4/31 To 34,, Sunrise Avenue Main Road,, Neelangarai,, Chennai - 600115, Contact No : 7708840444"
596,Honey Dew,Honey Dew,"M A R Tower,No:1/71,, Poonamallee High Road,, Vanagaram,Chennai-600095., Mob:9677200666."
597,Horecah,Horecah,"594, Anna Salai,, Teynampet, Chennai,, Tamil Nadu, 600018, Ph:98407 54810"
598,Horizons Recreationl Club,Horizons Recreationl Club,"NO.6/1, 6th Block, Bus Stand Road,, Mugappair West, Chennai, Chennai,, Tamil Nadu, 600037, Mob:9840528385"
599,Hotel Blue Nile Pvt Ltd,Hotel Blue Nile,"No:94,GST Road,Pallavaram,, Chennai-600043."
600,Hotel City Friends Club,Hotel City Friends Club,"Old No 89, Chamiers road, R.A.Puram,, Chennai, Tamil Nadu, 600028, Ph No; 9566511720"
601,Hotel City Park,Hotel City Park,"No.2/8, Kunarathur Main Road, Moulivakkam,, Chennai, Tamil Nadu, 600102, 90877 20095"
602,Hotel Crescent,Hotel Crescent,"NO:309,Valluvar Kottam High Road,, Near Raj Bhavan Hotel,, Nungambakkam,, Chennai-600034., MOB: 99403 33271."
603,Hotel Halez,Hotel Halez,"No:102,Rajiv Gandhi Salai,, Sholinganallur,Chennai-600119., Mob:9094011878"
604,Hotel Jayapushpam Private Limited,Hotel Jayapushpam,"(Jaya Pushpam Hotel), 1131 Inner Ring Road, Koyambedu, Chennai 600 107, Mob 7708033578, Stores@hoteljpchennai.Com"
605,Hotel Maharajay,Hotel Maharajay,"No: 6/12, J J Nagar,Bazar Road,, Mogappair East,, Chennai - 600037, Mob : 9840671711 ( Gangadhar )"
606,Hotel Mount Heera,Hotel Mount Heera,"287, MKN Road, Alandur, Chennai,, Tamil Nadu, 600016, Ph; 80560 81083"
607,Hotel Pandian,Hotel Pandian,"15, Kenneth Lane, Egmore, Chennai 600008, Mob 9841221208, Mr Sangamuthu"
608,HOTEL PANDIYAS KARAIKUDI CHETTINAD RESTAURANT,HOTEL PANDIYAS KARAIKUDI CHETTINAD RESTAURANT,"DOOR NO.45, KASI TOWERS, BYPASS ROAD,, VANAGARAM, Chennai, Tiruvallur, Tamil Nadu, 600095, Mob:7639383760"
609,Hotel President Ariff & Co,Hotel President Ariff &,"(Clarion Hotel), Dr Radha Krishnan Salai, Mylapore, Chennai 600 004, T: +91 44 2847 2211 M: +91 8939838121, Mob: 6381801311"
610,Hotel Raj Meridian New,Hotel Raj Meridian New,"No 1 First Main Road,, Jaya Nagar GST Road,, Tambaram Sanatorium,, Chennai 600047., Mob 99626 37304"
611,Hotel Raj Park Private Limited,Hotel Raj Park,"180, TTK Road,, Alwarpet,, Chennai - 600 018, PH: 044 42257777, Mob 99405 80044"
612,Hotel Royal Southern @SRM Hotel P Ltd,Hotel Royal Southern @SRM Hotel P Ltd,"SRM Nagar Kattankulattur, Kancheepuram District, Chennai 603 203, Mob 98409 66778, Land Line: 044 4743 2163"
613,Hotel Sea Breeze,Hotel Sea Breeze,"No:18, Oothawadai St, Mamallapuram,, Chennai, Tamilnadu-603104, Mob;9940037295"
614,Hotel SRR Grand,Hotel SRR Grand,"No:133,GST Road,, Otteri,Vandallur,, Chennai-600048"
615,House of Games,House of Games,"40/6, House of Games, Landons Road,, Kilpauk,, chennai - 600010, monb no : 7358530034"
616,Hundred Sons,Hundred Sons,"2nd floor, 6-105,Harrington Road Chetpet,, Chennai, Tamil Nadu, 600031, mob:97908 56310"
617,Hundred Sons ( C ),Hundred Sons,"2nd floor, 6-105,Harrington Road Chetpet,, Chennai, Tamil Nadu, 600031, Mob:97908 56310"
618,Hungry Hunter,Hungry Hunter,"2/49 Srm Karampakkam,, Porur,, Chennai-600056, Mob:9087890232"
619,Hungry Panda,Hungry Panda,"No:58,Sterlimg Road,, Nungambakkam,Chennai-600034., Mob:8072151305."
620,IFAB Chaat Box Llp,IFAB Chaat Box,"279, TTK ROAD,, Alwarpet,Chennai-600018, Mob:9841539243."
621,Imperial Agro Tech ( Old ),Imperial Agro Tech,"No.6-7 6th Street Alagammal Nagar, Nerkundram, Chennai 600 107, Mob-9500033971, 9884034685"
622,INDIAN STORE,INDIAN STORE,"218, Gerugambakkam Main Road,, Gerugambakkam,, Chennai - 600 128., Mob: 600 128., Mob: 9043909270."
623,Indian Stores,Indian Stores,"No:270-B,Trunk Road,, Poonamallee,Chennai-600056., Mob:"
624,INDIAN SUPER MARKET,INDIAN SUPER MARKET,"No.30, Ramanujakuda Street,, Poonamallee,, Chennai - 600 056., Mob: 044-4855 5878"
625,Infiin Foods Private Limited,Infiin Foods,"No:18,VGN Mahalakshni Nagar,, Jayachandran St,Perumalagaram,, Thiruverkadu,Chennai-600077., Mob:9789973241"
626,Infopark Properties Limited,Infopark Properties,"No:30/1,Paras Plaza,, 4th Floor Paras Plaza,, Cathedral Garden Road,, Nungambakkam,Chennai-600034., Mob:9786427555"
627,Innisai Ventures Llp,Innisai Ventures,"Geetham Veg Restaurants, PLOT NO. 5155, NEW NO.18,, 4th Street W- Block, Anna Nagar,, Chennai -600040, Ph:89259 86726"
628,Insta Call Dish,Insta Call Dish,"No 18/A Mookambigai Nagar, Kattupakkam Chennai - 600 056, 9841204041 044 26790577"
629,Inter Globe Hotels Private Limited,Inter Globe Hotels,"Plot No 34 SSPDL Construction Compus, Opposita to Sipcot It Park Entrance, OMR Road Egattur Chennai 603103, Ph.8939852713, A/c No: 8939852721"
630,Interglobe Hotels Private Limited (C),Interglobe Hotels,"(IBIS Chennai City Centre), Plot No 684 690 Anna Salai, Block No 6 Landmark Seethakathi Buiness Centre, (Earlier Anand Theater), Thousand Lights Chennai 600 006., Mob 8939865461"
631,Irene Enterprises,Irene,"No.55, South Covam River Road,, Pudupet,, Chennai -600 002, Mob-9840043719, Tel-044 28594651"
632,I Shawarma U,I Shawarma U,"No:1/54,Singara Naicker Street,, Chettiyar Agaram,Chennai-600077."
633,IS Hospitality,IS Hospitality,"No 57 Ground Flour ,, Naidu Street, Kotturpuram,, Chennai-600085, Mob-95661 58296"
634,Italian Gourmet Makers Private Limited,Italian Gourmet Makers,"1/7 1&2/7, Ormes Road, 4th Cross Street, Kellys, Kilpauk, Perambur, Chennai-600010, mob:96771 55555"
635,It and Co,It and,"No:31/13,4th Street,Dr.Subbarayan Nagar,, Kodambakkam,Chennai-600024."
636,ITC Grand Chola,ITC Grand Chola,"63 Mount Road, Chennai 600032"
637,ITC Hotels Limited,ITC Hotels,"No:63,Mount Road,, Guindy,Chennai-600032."
638,Itc Hotels Limited - Welcomhotel Chennai,Itc Hotels - Welcomhotel Chennai,"Cathedral Road,, Chennai-600086., Mob:9962632130"
639,ITC LIMITED (C),ITC,"ITC WelcomHotel Chennai, 10, Cathedral Road, Chennai 600086, Mob: 78717 77334"
640,ITTAMOZHI ENTERPRISES,ITTAMOZHI,"No.8, G.S.T Main Road,, Pallavaram Bus Stand,, Pallavaram, Chennai - 600043, Mob-95001 40221"
641,Ivision,Ivision,"New No 96 Old No 15, S Block 5th Avenue, Anna Nagar, Chennai 600040, Ph 9043292858, Tel-044 45550184, 9962794623"
642,Ivory Fusion Ventures LLP,Ivory Fusion Ventures,"Ground Floor,D-13,Mogappair East Industiral Estate,, State Bank of Indai Atm,Mogappair East,Chennai, Tamil Nadu- 6000037, Ph No : 8667006040"
643,IYARKAI SUPER MARKET,IYARKAI SUPER MARKET,"No.44,45,46,47,, Sree Rajarajeswari Nagar,, Madanandapuram,, Chennai - 600 125., Mob: 8925741976"
644,Iyarkai Thozhan,Iyarkai Thozhan,"15A, Ground Floor,, West Jones Road,, Saidapet,, Chennai 600 015., Mob: 99406 50474"
645,Jadan John Confectionary Private Ltd,Jadan John nfectionary Private Ltd,"# 24/47,Ground Floor,, Apartment B, Dr.Radhakrishnan Nagar Main Road,, Thiruvanmiyur, Chennai -600 041."
646,Jagvir Distributors,Jagvir,"No 19/8a Reddy Street, Rajiv Gandhi Nagar,, Villivakkam, Chennai 600 049, Mob: 089391 75717"
647,Jai Jai Marketing,Jai Jai Marketing,"No.55/28, Kannagi Street,, Choolaomedu,Chennai-600094, Mob-99622 99901"
648,Jaisha Enterprises,Jaisha,"New No 80 Old No 24, Parthasarathy Pettai Street, Teynampet, Chennai 600 018., Mob 94458 25828"
649,Janakalyan Traders,Janakalyan Traders,"Old No:257, New No:146,, Thambu Chetty Street, Mannady, Chennai-600033, Mob:7358480399"
650,Janapriya,Janapriya,"No:583,Panayathamman Kovil Trunk Road,, Poonamallee,Chennai-600056., Mob:9092877012."
651,JASON TRADERS,JASON TRADERS,"FLAT NO.2B, NO.30, RAM BRINDAVAN, DEVARAJ AVENUE, 2nd STREET, Okkiyam, Thuraipakkam, Chennai,-600097, Mob-9894354461"
652,Jayaa Kennethh,Jayaa Kennethh,"No 221 &222, 7 th Cross Street,, 2nd main road,, TVS Nagar, Korattur ,, Chennai- 600076, Mob: 98416 45822"
653,Jayalakshmi Stores,Jayalakshmi Stores,"3/215 , Manapakkam Main Road,, Manapakkam,, Chennai-600125, Ph:9884213524"
654,Jayam Enterprices ( AL ),Jayam Enterprices,"No:60,C.P.Ramaswamy Road,, Abhiramapuram,Chennai-600018., Phone: 044-42107145"
655,Jaya Pandi Store,Jaya Pandi Store,"27/ O Block Agathiyam Nagar,, Villivakkam,, Chennai-600049, Mob:9543156828"
656,JAZZ DATES AND NUTS,JAZZ DATES AND NUTS,"No:58/48,Orandiamman Koil Street,, Velachery,Chennai-600042., Mob:9597279944"
657,JDS Enterprises,JDS,"44, Rangarajapuram Main Road, Kodambakkam, Chennai - 600 024"
658,Jency Super Market,Jency Super Market,"No:601, Pace Prana Apartment,, Paid Kuppam Main Road,, Chennai-600040, Mob:9840352250"
659,J Hotels Private Limited,J Hotels,"(The Accord Metropolitan), G N Chetty Road  T Nagar, Chennai - 600 017."
660,Jk Baking Essentials,Jk Baking Essentials,"Old No:19, New No:30, 1st Main Road,, Gandhi Nagar, Adyar, Chennai-600020"
661,JK CHEESE N MORE,JK CHEESE N MORE,"G1, Apex Plaza,, Nungambakkam High Road,, Chennai 600 034., Mob: 9360129373"
662,Jk Delight Food Products (Garuda Cafe),Jk Delight Food Products,"158, Gulecha Towers, Arcot Rd, opposite to Nexus Vijaya Mall, Ottagapalayam, Somasundara Bharathi Nagar, Vadapalani,, Chennai-600026"
663,JK Enterprises,JK,"No:21/10,1st Floor,, Singaram Street,, T Nagar,, Chennai - 600017., Landline -  044- 4202 5934, Mob: 9360129377 / 9360129376"
664,JK Enterprises (Nungambakkam),JK,"22/41, 22/41,, Melpadi Muthu Street,, Dhropathy Amman Temple,, Nungambakkam, Chennai,, Tamil Nadu, 600034, Mob: - 6380789216"
665,Jk Foods,Jk Foods,"118-1/B, Madh Nagar Main Road,, Madhanandapuram , Mugalivakkam,, Chennai-600125, Ph:8939725842"
666,J&L ENTERPRISE,J&L,"1ST FLOOR, NO.32 /300, J AND L, ENTERPRISE, S.R.P. COLONY 15TH STREET,, S.R.P.COLONY, PERAVALLUR, Chennai,600082, Mob-97894 85188"
667,JMJ SEAFOODS PRIVATE LIMITED,JMJ SEAFOODS,"4/92-6A, MAGAZINE ROAD, ST THOMAS MOUNT,, Chennai, Tamil Nadu, 600016,, MOB:9940125462"
668,JMRR Hospitality Solutions,JMRR Hospitality,"No:3,E Road,Thiruvalluvar Road,, Koyambedu,Chennai-600107., Mob:9840969504."
669,John Bosco Recreation Club,John Bosco Recreation Club,"No:73,AG Block 4th Avenue,, 7th Main Road,Shanthi Colony,, Anna Nagar,Chennai-600040., PH:8939802977"
670,JOHNNYS CAFE,JOHNNYS CAFE,"No:283/1A,Kerugambakkam,, Kundrathur,Chennai-600128."
671,Jolly Gem Inn Pvt Ltd,Jolly Gem Inn,"1A, 1B, Rajive Gandhi Salai,, Omr, Navalur, Chennai - 603103, Contact No : 99403 86768"
672,Joy Supermarket,Joy Supermarket,"No:22 & 23,Ramachandra Nagar,, Iyyapanthangal,Chennai-600056., Mob:9941411935"
673,J.P. Raja Stores,J.P. Raja Stores,"No. 151/2C ,Camp Road, Selaiyur,, Chennai-600 073, Phone: 2229 2365"
674,JPRI Hotels Private Limited,JPRI Hotels,"No:125,Valluvar Kottam High Road,, Nungambakkam,Chennai-600034., Mob:9047608430."
675,JSM Trading and Co,JSM and,"No:1/55,Lakshmi Street,, NSC Bose Nagar,Porur,, Chennai-600116., Mob:7604954062"
676,J S R Paper Products,J S R Paper Products,"Ground Floor, 167,, Samayapuram Nagar,, 5th Street, Porur,, Chennai - 600 116."
677,Justawesome Nosh Llp,Justawesome Nosh,"4TH FLOOR,NO 8/1, 403, Rajalakshmi Apartment,, Cresent Park Street,, T Nagar, Chennai -600017, Ph:9962662326"
678,J.V.S. ENTERPRISES,J.V.S.,"No.2/90, Gowindaraj Nagar, Moulivakkam,, Chennai, Moble No.9003188385"
679,Kabini Foods,Kabini Foods,"No:99,Thiruneer Malai Road,, Nagelkeni,Chromepet,, Chennai-600044., Mob:8921700871"
680,K & A CAKE DECORS,K & A CAKE DECORS,"No:19/33,Atria Emporio Apartment,, Flat 2c,2nd Floor,10th Avenue,, Ashok Nagar,Chennai-600083, Mob:7905549218."
681,KAILASH KITCHEN,KAILASH KITCHEN,"M69/4, 7th Avenue, Besant Nagar, Chennai 600 090., Mob: 90032 94207, Name:Karthick"
682,Kailash Parbat Cuisines and Banquets Private Ltd,Kailash Parbat Cuisines and Banquets Private Ltd,"No.9 Opp Bank of Hydrabad, Harrington Road, Chetpet Chennai 600 031, Tel No: 044 042139319"
683,KAKADA RAMPRASAD,KAKADA RAMPRASAD,"Mint Street Sowcarpet, 348/343, Chennai 600 001., Mob 9962077997"
684,Kalanjiyam Plastic & Essence Mart,Kalanjiyam Plastic & Essence Mart,"Ground Floor, Old No. 22, New No.6,, Rasi Residency, General Swamy Street, Triplicane, Chennai"
685,Kalanjiyam Traders Super Market,Kalanjiyam Traders Super Market,"No 258, Thiruvallur High Road Thirumazhisai, Thirumazhisai,, (Near Anchanayar Kovil), Chennai - 600124, Mob:9789351926 , 9710173786 , 9600152780"
686,Kalmia Foods Private Limited,Kalmia Foods,"Chennai 600006, Mob 96000 98550, Manish"
687,Kals Hospitality,Kals Hospitality,"Ground Floor, 10/12/3,, D Silva 1st Cross Street, Vigna Systems Pvt Ltd,, Mylapore,, Chennai, Tamil Nadu, 600004, ph: 7539959470, ph:9941787582"
688,Kalyan Grand Stay Private Limited,Kalyan Grand Stay,"(Kalyan Hometel Chennai), 247 G S T Road Vandalur, Chennai 600 048, Tel 9940468419, 7401815459"
